School ID,School Name,School Network,School Year,Time Period,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification
609712,HIRSCH HS,Network 17,2023-2024,EOY,220.0,79,124,17,93,42.3,1,0.5,1,0.9,1,92,41.8,39,35.9,2.03,3,1.4,3,2.8
609995,HITCH,Network 1,2023-2024,EOY,55.0,11,41,3,12,21.8,10,18.2,10,2,1.1,2,3.6,2,0.4,2.5,3,5.5,3,0.6
609996,HOLDEN,ISP,2023-2024,EOY,27.0,3,20,4,14,51.9,8,29.6,7,1.7,1.25,6,22.2,5,1.2,1.33,1,3.7,1,0.2
610000,HOWE,Network 3,2023-2024,EOY,91.0,30,58,3,32,35.2,6,6.6,6,1.7,1,26,28.6,20,5.5,1.42,3,3.3,3,0.8
610002,HOYNE,Network 12,2023-2024,EOY,70.0,32,38,,12,17.1,12,17.1,11,4.5,1.67,,,,,,2,2.9,2,0.8
609741,HUBBARD HS,Network 16,2023-2024,EOY,784.0,452,237,95,164,20.9,1,0.1,1,0.1,1,163,20.8,117,7.1,2.62,8,1,8,0.5
610368,HUGHES L,Network 13,2023-2024,EOY,260.0,212,47,1,22,8.5,20,7.7,17,3.8,1.1,2,0.8,2,0.4,1,5,1.9,4,0.9
610006,HURLEY,Network 10,2023-2024,EOY,6.0,1,2,3,1,16.7,1,16.7,1,0.1,2,,,,,,,,,
609713,HYDE PARK HS,Network 17,2023-2024,EOY,538.0,121,251,166,264,49.1,20,3.7,18,2.3,1.75,244,45.4,155,19.8,2.32,51,9.5,46,5.9
610384,INFINITY HS,Network 15,2023-2024,EOY,39.0,18,17,4,11,28.2,4,10.3,4,1,2.25,7,17.9,6,1.4,3,3,7.7,3,0.7
400104,INSTITUTO - HEALTH,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
610078,INTER-AMERICAN,Network 4,2023-2024,EOY,1.0,,1,,,,,,,,,,,,,,,,,
400162,INTRINSIC HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
610121,IRVING,Network 6,2023-2024,EOY,141.0,83,42,16,42,29.8,21,14.9,15,5.1,1.19,21,14.9,17,5.8,1.48,2,1.4,2,0.7
610010,JAHN,Network 4,2023-2024,EOY,14.0,12,2,,,,,,,,,,,,,,,,,
610011,JAMIESON,Network 2,2023-2024,EOY,71.0,21,47,3,35,49.3,26,36.6,22,2.7,1.23,9,12.7,7,0.9,1.56,1,1.4,1,0.1
609783,JEFFERSON HS,Options,2023-2024,EOY,2.0,1,,1,1,50,,,,,,1,50,1,0.6,5,1,50,1,0.6
610271,JENSEN,Network 5,2023-2024,EOY,67.0,29,37,1,3,4.5,,,,,,3,4.5,3,1.1,2,3,4.5,3,1.1
610274,JOHNSON,Network 5,2023-2024,EOY,78.0,24,49,5,34,43.6,6,7.7,6,2.9,1.33,28,35.9,23,11.2,1.32,5,6.4,5,2.4
609678,JONES HS,Network 15,2023-2024,EOY,88.0,40,40,8,27,30.7,10,11.4,10,0.5,1.1,17,19.3,12,0.6,2.35,5,5.7,5,0.3
609805,JOPLIN,Network 11,2023-2024,EOY,46.0,10,34,2,14,30.4,9,19.6,8,2.8,1.56,5,10.9,5,1.7,2,,,,
609865,JORDAN,Network 2,2023-2024,EOY,16.0,8,8,,4,25,1,6.3,1,0.2,1,3,18.8,2,0.4,1.67,,,,
609764,JUAREZ HS,Network 15,2023-2024,EOY,127.0,27,75,25,41,32.3,,,,,,41,32.3,36,2.3,2.63,13,10.2,10,0.6
609762,JULIAN HS,Network 16,2023-2024,EOY,55.0,5,46,4,28,50.9,16,29.1,15,3.5,1.63,12,21.8,11,2.5,2.42,5,9.1,5,1.2
610015,JUNGMAN,ISP,2023-2024,EOY,10.0,1,8,1,4,40,2,20,2,0.7,2,2,20,2,0.7,1,,,,
609920,KANOON,Network 7,2023-2024,EOY,28.0,16,11,1,6,21.4,4,14.3,4,1,1,2,7.1,2,0.5,1,,,,
610084,KELLER,Network 10,2023-2024,EOY,7.0,5,2,,,,,,,,,,,,,,,,,
609925,KELLMAN,Network 5,2023-2024,EOY,75.0,41,32,2,23,30.7,14,18.7,14,7.3,1,9,12,7,3.7,1.67,1,1.3,1,0.5
610016,KELLOGG,Network 10,2023-2024,EOY,29.0,16,13,,11,37.9,9,31,7,2.4,1.22,2,6.9,2,0.7,1.5,,,,
609715,KELLY HS,Network 16,2023-2024,EOY,332.0,47,256,29,237,71.4,129,38.9,107,6.4,1.08,108,32.5,78,4.7,1.54,6,1.8,6,0.4
609716,KELVYN PARK HS,Network 14,2023-2024,EOY,406.0,227,143,36,171,42.1,103,25.4,66,13.2,1.15,68,16.7,46,9.2,1.88,9,2.2,8,1.6
609718,KENNEDY HS,Network 16,2023-2024,EOY,1296.0,807,406,83,309,23.8,158,12.2,111,7.1,1.04,151,11.7,112,7.2,1.65,28,2.2,27,1.7
609746,KENWOOD HS,Network 17,2023-2024,EOY,1578.0,1065,418,95,493,31.2,268,17,183,8,1.43,225,14.3,152,6.6,2.39,11,0.7,11,0.5
610019,KERSHAW,Network 11,2023-2024,EOY,1.0,,1,,,,,,,,,,,,,,,,,
610022,KILMER,Network 2,2023-2024,EOY,51.0,14,37,,24,47.1,23,45.1,19,2.4,1.52,1,2,1,0.1,1,,,,
610299,KING ES,Network 11,2023-2024,EOY,14.0,3,11,,3,21.4,3,21.4,2,0.8,1.67,,,,,,3,21.4,3,1.2
609751,KING HS,Network 17,2023-2024,EOY,140.0,57,72,11,34,24.3,,,,,,34,24.3,29,4.2,2.09,4,2.9,4,0.6
610026,KINZIE,ISP,2023-2024,EOY,79.0,39,35,5,15,19,7,8.9,5,0.7,1,8,10.1,3,0.4,1.13,,,,
610027,KIPLING,ISP,2023-2024,EOY,283.0,156,120,7,67,23.7,6,2.1,6,2.6,1.5,61,21.6,42,18.2,1.28,,,,
610030,KOZMINSKI,Network 9,2023-2024,EOY,57.0,24,31,2,15,26.3,4,7,4,1.6,1,11,19.3,8,3.1,1.27,2,3.5,2,0.8
609719,LAKE VIEW HS,Network 14,2023-2024,EOY,8252.0,7640,597,15,580,7,454,5.5,211,15.1,1.01,126,1.5,85,6.1,1.45,8,0.1,7,0.5
609720,LANE TECH HS,Network 14,2023-2024,EOY,195.0,82,96,17,22,11.3,2,1,2,0,1.5,20,10.3,17,0.4,2.25,2,1,2,0
609993,LARA,ISP,2023-2024,EOY,1.0,,1,,1,100,,,,,,1,100,1,0.3,3,,,,
610033,LASALLE,Network 4,2023-2024,EOY,22.0,6,16,,10,45.5,6,27.3,6,1.2,1.17,4,18.2,3,0.6,1.75,1,4.5,1,0.2
610520,LASALLE II,ISP,2023-2024,EOY,55.0,10,41,4,5,9.1,4,7.3,4,0.7,1.25,1,1.8,1,0.2,2,,,,
610208,LAVIZZO,Network 13,2023-2024,EOY,8.0,2,5,1,,,,,,,,,,,,,,,,
610034,LAWNDALE,Network 5,2023-2024,EOY,100.0,13,85,2,11,11,,,,,,11,11,11,5.1,1.36,,,,
400048,LEARN - EXCEL,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
610291,LEE,ISP,2023-2024,EOY,30.0,6,22,2,,,,,,,,,,,,,,,,
400049,LEGACY,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
610305,LELAND,Network 3,2023-2024,EOY,21.0,18,3,,1,4.8,1,4.8,1,0.3,1,,,,,,1,4.8,1,0.3
610298,LENART,Network 11,2023-2024,EOY,2.0,,2,,,,,,,,,,,,,,,,,
610036,LEWIS,Network 3,2023-2024,EOY,256.0,123,128,5,101,39.5,16,6.3,15,3.6,1.06,85,33.2,35,8.4,1.34,8,3.1,7,1.7
610037,LIBBY,Network 8,2023-2024,EOY,2.0,1,1,,,,,,,,,,,,,,,,,
610038,LINCOLN,Network 4,2023-2024,EOY,106.0,88,18,,4,3.8,3,2.8,3,0.4,1.67,1,0.9,1,0.1,1,,,,
609738,LINCOLN PARK HS,Network 14,2023-2024,EOY,388.0,221,155,12,87,22.4,59,15.2,46,2.2,1.36,28,7.2,25,1.2,1.89,25,6.4,19,0.9
610391,LINDBLOM HS,Network 16,2023-2024,EOY,91.0,24,60,7,30,33,2,2.2,2,0.2,1,28,30.8,22,1.7,1.75,,,,
400137,LITTLE BLACK PEARL HS,Options,2023-2024,EOY,2.0,,2,,,,,,,,,,,,,,1,50,1,1.3
609834,LITTLE VILLAGE,ISP,2023-2024,EOY,60.0,34,22,4,17,28.3,13,21.7,12,2,1,4,6.7,4,0.7,2,3,5,3,0.5
610040,LLOYD,Network 3,2023-2024,EOY,21.0,9,10,2,4,19,4,19,4,0.5,1.25,,,,,,,,,
610041,LOCKE J,Network 3,2023-2024,EOY,225.0,150,75,,44,19.6,35,15.6,30,2.6,1.69,9,4,6,0.5,1.67,4,1.8,4,0.4
610541,LORCA,Network 4,2023-2024,EOY,1.0,1,,,,,,,,,,,,,,,,,,
610043,LOVETT,Network 3,2023-2024,EOY,58.0,43,14,1,5,8.6,2,3.4,2,0.6,1,3,5.2,3,0.9,2.33,3,5.2,3,0.9
610044,LOWELL,Network 5,2023-2024,EOY,32.0,6,22,4,2,6.3,,,,,,2,6.3,2,0.6,1,1,3.1,1,0.3
610029,LOZANO,Network 6,2023-2024,EOY,1.0,,1,,1,100,1,100,1,0.4,1,,,,,,,,,
610046,LYON,Network 3,2023-2024,EOY,273.0,172,93,8,44,16.1,18,6.6,7,0.7,1,26,9.5,15,1.5,1.5,1,0.4,1,0.1
610215,MADERO,Network 7,2023-2024,EOY,71.0,29,31,11,30,42.3,13,18.3,11,4.3,1.15,17,23.9,11,4.3,1.35,1,1.4,1,0.4
610047,MADISON,Network 12,2023-2024,EOY,90.0,52,31,7,11,12.2,5,5.6,5,2.3,1.2,6,6.7,6,2.8,1.33,,,,
610048,MANIERRE,Network 4,2023-2024,EOY,78.0,1,61,16,69,88.5,2,2.6,2,0.7,1,67,85.9,32,11,1.93,,,,
609722,MANLEY HS,Network 15,2023-2024,EOY,106.0,18,60,28,42,39.6,,,,,,42,39.6,34,33.8,2.86,15,14.2,15,14.9
610052,MANN,Network 12,2023-2024,EOY,31.0,8,20,3,5,16.1,,,,,,5,16.1,4,1.4,1.4,2,6.5,2,0.7
609780,MARINE LEADERSHIP AT AMES HS,Network 14,2023-2024,EOY,297.0,206,84,7,71,23.9,48,16.2,37,6,1.19,23,7.7,20,3.2,2.22,8,2.7,8,1.3
610053,MARQUETTE,Network 10,2023-2024,EOY,107.0,49,54,4,44,41.1,24,22.4,20,1.9,1.63,20,18.7,17,1.6,1.55,2,1.9,2,0.2
610054,MARSH,Network 13,2023-2024,EOY,18.0,4,11,3,3,16.7,3,16.7,3,0.5,2,,,,,,,,,
609723,MARSHALL HS,Network 15,2023-2024,EOY,735.0,381,279,75,330,44.9,236,32.1,93,52.3,1.33,94,12.8,55,30.9,2.24,19,2.6,19,10.7
610056,MASON,Network 7,2023-2024,EOY,12.0,1,10,1,10,83.3,,,,,,10,83.3,9,3.6,1.5,,,,
609724,MATHER HS,Network 14,2023-2024,EOY,585.0,341,193,51,163,27.9,13,2.2,11,0.7,1.15,150,25.6,104,6.2,1.54,9,1.5,9,0.5
610059,MAYER,Network 4,2023-2024,EOY,129.0,52,75,2,9,7,9,7,8,1.1,1,,,,,,,,,
610290,MAYS,Network 11,2023-2024,EOY,2.0,,2,,,,,,,,,,,,,,,,,
609968,MCAULIFFE,Network 4,2023-2024,EOY,300.0,207,90,3,50,16.7,28,9.3,22,3.9,1.14,22,7.3,15,2.6,1.23,2,0.7,2,0.4
610063,MCCORMICK,Network 7,2023-2024,EOY,58.0,33,23,2,3,5.2,2,3.4,2,0.4,1,1,1.7,1,0.2,1,,,,
610269,MCCUTCHEON,Network 2,2023-2024,EOY,45.0,22,21,2,14,31.1,5,11.1,5,1.4,1,9,20,8,2.3,1.78,,,,
610066,MCDADE,Network 12,2023-2024,EOY,80.0,60,19,1,,,,,,,,,,,,,,,,
610312,MCDOWELL,ISP,2023-2024,EOY,4.0,1,2,1,2,50,1,25,1,0.8,1,1,25,1,0.8,3,,,,
610067,MCKAY,Network 10,2023-2024,EOY,55.0,9,31,15,16,29.1,,,,,,16,29.1,12,1.9,1.56,8,14.5,7,1.1
610282,MCNAIR,Network 3,2023-2024,EOY,108.0,24,72,12,57,52.8,,,,,,57,52.8,33,9.5,1.84,2,1.9,2,0.6
610070,MCPHERSON,Network 2,2023-2024,EOY,93.0,50,41,2,,,,,,,,,,,,,,,,
800025,MENTA ACADEMY MIDWAY ES,CLOSED,2023-2024,EOY,1.0,,1,,,,,,,,,,,,,,,,,
800068,MENTA ACADEMY OAK PARK HS,CLOSED,2023-2024,EOY,1.0,,1,,,,,,,,,,,,,,,,,
800022,MENTA HS,CLOSED,2023-2024,EOY,1.0,1,,,,,,,,,,,,,,,,,,
609902,METCALFE,Network 13,2023-2024,EOY,24.0,3,19,2,17,70.8,4,16.7,3,1,1.25,13,54.2,9,2.9,1.15,,,,
610062,MIÑOSO,Network 6,2023-2024,EOY,233.0,186,46,1,10,4.3,4,1.7,3,0.9,1,6,2.6,3,0.9,1,1,0.4,1,0.3
610171,MIRELES,Network 12,2023-2024,EOY,85.0,24,61,,29,34.1,11,12.9,9,1.9,1,18,21.2,12,2.6,1.83,1,1.2,1,0.2
610073,MITCHELL,ISP,2023-2024,EOY,22.0,12,9,1,2,9.1,1,4.5,1,0.3,1,1,4.5,1,0.3,1,,,,
610276,MOLLISON,Network 9,2023-2024,EOY,244.0,117,103,24,84,34.4,41,16.8,35,14.5,1.12,43,17.6,30,12.4,1.77,2,0.8,2,0.8
610203,MONARCAS,Network 8,2023-2024,EOY,5.0,3,2,,2,40,2,40,2,0.2,2.5,,,,,,,,,
610074,MONROE,Network 4,2023-2024,EOY,65.0,10,41,14,32,49.2,25,38.5,19,3,1.12,7,10.8,5,0.8,1.14,3,4.6,2,0.3
610076,MOOS,Network 5,2023-2024,EOY,8.0,3,5,,3,37.5,2,25,2,0.4,1.5,1,12.5,1,0.2,2,1,12.5,1,0.2
609725,MORGAN PARK HS,Network 16,2023-2024,EOY,752.0,413,273,66,239,31.8,1,0.1,1,0.1,2,238,31.6,181,16,3.01,6,0.8,6,0.5
610077,MORRILL,Network 10,2023-2024,EOY,109.0,82,25,2,10,9.2,5,4.6,5,0.9,1,5,4.6,5,0.9,1.2,1,0.9,1,0.2
610257,MORTON,Network 5,2023-2024,EOY,22.0,2,15,5,19,86.4,9,40.9,8,3,2,10,45.5,9,3.4,1.9,,,,
609804,MOSAIC,Network 2,2023-2024,EOY,29.0,9,14,6,13,44.8,13,44.8,12,1.6,1.23,,,,,,1,3.4,1,0.1
610082,MOUNT GREENWOOD,ISP,2023-2024,EOY,4.0,1,3,,1,25,1,25,1,0.1,3,,,,,,,,,
610086,MOUNT VERNON,Network 13,2023-2024,EOY,59.0,22,37,,8,13.6,8,13.6,7,2.9,1.13,,,,,,3,5.1,3,1.3
610088,MOZART,Network 4,2023-2024,EOY,31.0,7,22,2,4,12.9,2,6.5,2,0.4,1,2,6.5,2,0.4,1.5,2,6.5,2,0.4
610385,MULTICULTURAL ARTS HS,Network 15,2023-2024,EOY,222.0,118,83,21,47,21.2,5,2.3,5,2.1,1.4,42,18.9,22,9.3,2.02,1,0.5,1,0.4
610089,MURPHY,Network 1,2023-2024,EOY,5.0,,4,1,5,100,5,100,3,0.6,1.2,,,,,,,,,
610090,MURRAY,Network 9,2023-2024,EOY,95.0,23,70,2,27,28.4,10,10.5,9,2,1.1,17,17.9,12,2.6,1.65,3,3.2,3,0.7
610092,NASH,Network 3,2023-2024,EOY,97.0,46,46,5,36,37.1,20,20.6,16,5.8,1.3,16,16.5,15,5.4,1.94,1,1,1,0.4
610231,NATIONAL TEACHERS,Network 6,2023-2024,EOY,111.0,33,71,7,43,38.7,4,3.6,4,0.5,1,39,35.1,22,2.8,1.28,11,9.9,10,1.3
610093,NEIL,Network 12,2023-2024,EOY,96.0,80,15,1,10,10.4,7,7.3,6,2.4,1.86,3,3.1,2,0.8,1.67,,,,
610094,NETTELHORST,Network 4,2023-2024,EOY,15.0,9,4,2,3,20,2,13.3,2,0.3,1,1,6.7,1,0.2,1,,,,
610284,NEW FIELD,Network 2,2023-2024,EOY,71.0,50,21,,7,9.9,4,5.6,3,0.5,1,3,4.2,3,0.5,2,,,,
610193,NEW SULLIVAN,Network 12,2023-2024,EOY,54.0,26,26,2,10,18.5,1,1.9,1,0.2,1,9,16.7,9,2.1,1.56,,,,
610095,NEWBERRY,Network 4,2023-2024,EOY,107.0,13,76,18,7,6.5,2,1.9,2,0.6,1,5,4.7,4,1.3,1.6,2,1.9,2,0.6
609793,NICHOLSON,Network 11,2023-2024,EOY,44.0,16,26,2,9,20.5,2,4.5,2,0.5,1,7,15.9,6,1.4,1,2,4.5,2,0.5
610096,NIGHTINGALE,Network 8,2023-2024,EOY,35.0,16,17,2,9,25.7,6,17.1,6,0.6,1.17,3,8.6,3,0.3,1.33,,,,
609961,NINOS HEROES,Network 12,2023-2024,EOY,56.0,14,41,1,24,42.9,11,19.6,10,3.4,1.73,13,23.2,12,4.1,1.54,3,5.4,3,1
610097,NIXON,Network 4,2023-2024,EOY,34.0,21,13,,,,,,,,,,,,,,,,,
610098,NOBEL,ISP,2023-2024,EOY,164.0,67,88,9,19,11.6,11,6.7,9,1.4,1,8,4.9,5,0.8,1.38,7,4.3,5,0.8
400170,NOBLE - ACADEMY HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400097,NOBLE - BULLS HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400118,NOBLE - DRW HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400053,NOBLE - GOLDER HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400169,NOBLE - ITW SPEER HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400106,NOBLE - JOHNSON HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400179,NOBLE - MANSUETO HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400098,NOBLE - MUCHIN HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400051,NOBLE - NOBLE HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400054,NOBLE - PRITZKER HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400055,NOBLE - RAUNER HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400056,NOBLE - ROWE CLARK HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400057,NOBLE - UIC HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
609691,NORTH-GRAND HS,Network 15,2023-2024,EOY,1259.0,927,305,27,295,23.4,222,17.6,110,10.7,1,73,5.8,61,5.9,2.22,3,0.2,3,0.3
609744,NORTHSIDE LEARNING HS,Network 14,2023-2024,EOY,44.0,10,32,2,,,,,,,,,,,,,2,4.5,2,0.7
609749,NORTHSIDE PREP HS,Network 14,2023-2024,EOY,34.0,16,17,1,2,5.9,,,,,,2,5.9,2,0.2,1,1,2.9,1,0.1
610051,NORTHWEST,Network 3,2023-2024,EOY,89.0,13,60,16,65,73,30,33.7,27,5.1,1,35,39.3,25,4.7,1.11,2,2.2,2,0.4
610099,NORWOOD PARK,Network 1,2023-2024,EOY,10.0,8,2,,1,10,1,10,1,0.3,1,,,,,,1,10,1,0.3
610101,OGDEN ES,Network 15,2023-2024,EOY,339.0,143,148,48,38,11.2,3,0.9,2,0.2,1.33,35,10.3,29,3.2,1.46,,,,
610529,OGDEN HS,Network 15,2023-2024,EOY,56.0,32,22,2,17,30.4,,,,,,17,30.4,16,3.1,1.47,3,5.4,3,0.6
610102,OGLESBY,Network 11,2023-2024,EOY,15.0,6,6,3,1,6.7,,,,,,1,6.7,1,0.3,5,6,40,4,1.4
610103,OKEEFFE,Network 12,2023-2024,EOY,475.0,368,105,2,35,7.4,7,1.5,7,1.3,1,28,5.9,23,4.2,1.39,6,1.3,6,1.1
610569,OMBUDSMAN - NORTHWEST HS,Options,2023-2024,EOY,30.0,13,17,,,,,,,,,,,,,,2,6.7,2,0.8
610593,OMBUDSMAN - ROSELAND HS,Options,2023-2024,EOY,169.0,113,49,7,7,4.1,,,,,,7,4.1,7,4.6,2.43,7,4.1,7,4.6
610570,OMBUDSMAN - SOUTH HS,Options,2023-2024,EOY,49.0,20,22,7,17,34.7,,,,,,17,34.7,15,6,2.06,2,4.1,2,0.8
610571,OMBUDSMAN - WEST HS,Options,2023-2024,EOY,7.0,3,4,,,,,,,,,,,,,,,,,
610104,ONAHAN,Network 1,2023-2024,EOY,5.0,1,4,,2,40,2,40,2,0.3,1,,,,,,,,,
610105,ORIOLE PARK,Network 1,2023-2024,EOY,17.0,6,10,1,5,29.4,4,23.5,3,0.5,1.25,1,5.9,1,0.2,2,,,,
610329,OROZCO,Network 7,2023-2024,EOY,208.0,91,111,6,,,,,,,,,,,,,,,,
610389,ORR HS,Network 15,2023-2024,EOY,86.0,2,37,47,82,95.3,8,9.3,8,2.9,1.5,74,86,51,18.8,3.55,21,24.4,21,7.7
609950,ORTIZ DE DOMINGUEZ,Network 7,2023-2024,EOY,5.0,5,,,,,,,,,,,,,,,,,,
610107,OTIS,Network 6,2023-2024,EOY,51.0,10,34,7,14,27.5,11,21.6,5,1.3,1.36,3,5.9,2,0.5,1.33,2,3.9,1,0.3
610109,OWEN,Network 10,2023-2024,EOY,76.0,44,31,1,17,22.4,3,3.9,3,1.1,1,14,18.4,12,4.4,1.71,,,,
609943,OWENS,Network 13,2023-2024,EOY,171.0,31,122,18,70,40.9,52,30.4,39,11.5,1.04,18,10.5,15,4.4,1.11,5,2.9,5,1.5
610111,PALMER,ISP,2023-2024,EOY,66.0,33,27,6,13,19.7,9,13.6,9,1.2,1,4,6.1,3,0.4,1.75,3,4.5,3,0.4
610115,PARK MANOR,Network 12,2023-2024,EOY,23.0,7,11,5,7,30.4,,,,,,7,30.4,6,2.3,2,,,,
610112,PARKER,Network 11,2023-2024,EOY,139.0,59,73,7,37,26.6,17,12.2,16,4.4,1.12,20,14.4,15,4.1,1.35,,,,
610116,PARKSIDE,Network 12,2023-2024,EOY,30.0,10,19,1,3,10,3,10,3,1.2,2,,,,,,1,3.3,1,0.4
610557,PATHWAYS - ASHBURN HS,Options,2023-2024,EOY,1.0,,1,,,,,,,,,,,,,,,,,
610568,PATHWAYS - AVONDALE HS,Options,2023-2024,EOY,2.0,1,,1,,,,,,,,,,,,,,,,
400173,PATHWAYS - BRIGHTON PARK HS,Options,2023-2024,EOY,6.0,,6,,4,66.7,,,,,,4,66.7,4,1,2,,,,
609680,PAYTON HS,Network 15,2023-2024,EOY,91.0,38,50,3,9,9.9,4,4.4,4,0.3,1,5,5.5,5,0.4,1.6,,,,
610386,PEACE AND EDUCATION HS,Options,2023-2024,EOY,16.0,1,2,13,15,93.8,1,6.3,1,0.7,1,14,87.5,12,8.5,1.43,,,,
610120,PECK,ISP,2023-2024,EOY,3.0,,3,,2,66.7,,,,,,2,66.7,1,0.1,2,,,,
610122,PEIRCE,ISP,2023-2024,EOY,45.0,20,22,3,5,11.1,5,11.1,5,0.5,1.2,,,,,,,,,
610123,PENN,Network 7,2023-2024,EOY,30.0,2,25,3,13,43.3,,,,,,13,43.3,8,3.7,2.38,5,16.7,4,1.8
609872,PEREZ,Network 7,2023-2024,EOY,7.0,4,3,,2,28.6,2,28.6,2,0.6,1,,,,,,2,28.6,2,0.6
610126,PERSHING,Network 9,2023-2024,EOY,12.0,,12,,12,100,1,8.3,1,0.2,2,11,91.7,9,2.2,2,,,,
400061,PERSPECTIVES - LEADERSHIP HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400066,PERSPECTIVES - MATH & SCI HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
400062,PERSPECTIVES - TECH HS,Charter,2023-2024,EOY,,,,,,,,,,,,,,,,,,,,
610127,PETERSON,Network 1,2023-2024,EOY,259.0,159,82,18,58,22.4,37,14.3,29,3.2,1.19,21,8.1,17,1.9,1.24,3,1.2,3,0.3
609727,PHILLIPS HS,Network 17,2023-2024,EOY,634.0,481,138,15,69,10.9,5,0.8,5,1.3,1,64,10.1,57,14.5,2.55,7,1.1,7,1.8
610304,PHOENIX MILITARY HS,ISP,2023-2024,EOY,4.0,,3,1,3,75,,,,,,3,75,3,0.8,2,1,25,1,0.3
610106,PICCOLO,Network 5,2023-2024,EOY,224.0,108,98,18,74,33,51,22.8,41,6.3,1.14,23,10.3,15,2.3,1.52,6,2.7,4,0.6
610129,PICKARD,Network 7,2023-2024,EOY,2.0,,2,,,,,,,,,,,,,,,,,
610013,PILSEN,Network 7,2023-2024,EOY,21.0,8,13,,,,,,,,,,,,,,,,,
610130,PIRIE,Network 12,2023-2024,EOY,305.0,188,112,5,56,18.4,23,7.5,14,7.5,1.09,33,10.8,16,8.6,1.3,2,0.7,1,0.5
610131,PLAMONDON,ISP,2023-2024,EOY,1.0,1,,,,,,,,,,,,,,,,,,
400068,PLATO,Contract,2023-2024,EOY,138.0,59,77,2,17,12.3,5,3.6,5,2.9,1.2,12,8.7,9,5.2,2,4,2.9,4,2.3
610132,POE,Network 13,2023-2024,EOY,7.0,5,2,,,,,,,,,,,,,,,,,
610135,PORTAGE PARK,Network 1,2023-2024,EOY,184.0,126,55,3,46,25,27,14.7,23,2.5,1.04,19,10.3,11,1.2,1.32,,,,
610281,POWELL,Network 12,2023-2024,EOY,220.0,122,86,12,57,25.9,31,14.1,22,4,1.13,26,11.8,18,3.3,2.23,8,3.6,7,1.3
610136,PRESCOTT,Network 4,2023-2024,EOY,81.0,32,48,1,7,8.6,6,7.4,6,1.5,1,1,1.2,1,0.2,1,,,,
610533,PRIETO,Network 3,2023-2024,EOY,16.0,4,11,1,5,31.3,,,,,,5,31.3,5,0.7,1.2,,,,
610229,PRITZKER,Network 6,2023-2024,EOY,148.0,128,20,,2,1.4,2,1.4,2,0.3,1,,,,,,,,,
609679,PROSSER HS,Network 15,2023-2024,EOY,457.0,359,95,3,42,9.2,40,8.8,22,1.9,1.45,2,0.4,2,0.2,1.5,1,0.2,1,0.1
610137,PRUSSING,Network 1,2023-2024,EOY,124.0,102,21,1,8,6.5,7,5.6,6,0.9,1.29,1,0.8,1,0.2,1,1,0.8,1,0.2
610138,PULASKI,Network 6,2023-2024,EOY,383.0,272,106,5,45,11.7,16,4.2,12,1.4,1.06,29,7.6,11,1.3,1.14,4,1,4,0.5
610139,PULLMAN,Network 13,2023-2024,EOY,192.0,106,81,5,20,10.4,12,6.3,11,3.4,1.17,8,4.2,6,1.9,1.75,5,2.6,3,0.9
610334,RABY HS,Network 15,2023-2024,EOY,699.0,362,316,21,152,21.7,54,7.7,34,24.2,1.02,98,14,55,39.2,1.32,3,0.4,2,1.4
609941,RANDOLPH,Network 11,2023-2024,EOY,131.0,75,53,3,2,1.5,1,0.8,1,0.3,1,1,0.8,1,0.3,1,,,,
610141,RAVENSWOOD,Network 2,2023-2024,EOY,16.0,5,11,,3,18.8,3,18.8,3,0.6,1,,,,,,,,,
